,MappedState,MappedDistrict,Month,Year,MaxTemp(C),MinTemp(C),Rainfall(mm)
9748,Jharkhand,LATEHAR,May,2019,43,30,1.2
9749,Jharkhand,LATEHAR,Jun,2019,42,30,86.5
9750,Jharkhand,LATEHAR,Jul,2019,34,27,323.3
9751,Jharkhand,LATEHAR,Aug,2019,32,25,750.7
9752,Jharkhand,LATEHAR,Sep,2019,30,23,707
9753,Jharkhand,LATEHAR,Oct,2019,29,21,119.9
9754,Jharkhand,LATEHAR,Nov,2019,29,18,0.2
9755,Jharkhand,LATEHAR,Dec,2019,24,13,6.4
9756,Jharkhand,LATEHAR,Jan,2020,24,13,62.2
9757,Jharkhand,LATEHAR,Feb,2020,27,14,46.8
9758,Jharkhand,LATEHAR,Mar,2020,32,20,71
9759,Jharkhand,LATEHAR,Apr,2020,39,25,3.7
9760,Jharkhand,LATEHAR,May,2020,43,27,5.7
9761,Jharkhand,LATEHAR,Jun,2020,37,28,218.2
9762,Jharkhand,LATEHAR,Jul,2020,35,27,358.3
9763,Jharkhand,LATEHAR,Aug,2020,33,26,526.4
9764,Jharkhand,LATEHAR,Sep,2020,33,25,313.7
9765,Jharkhand,LOHARDAGA,Jan,2017,25,11,4.84
9766,Jharkhand,LOHARDAGA,Feb,2017,29,13,0
9767,Jharkhand,LOHARDAGA,Mar,2017,32,17,12.61
9768,Jharkhand,LOHARDAGA,Apr,2017,39,23,4.59
9769,Jharkhand,LOHARDAGA,May,2017,39,26,17.89
9770,Jharkhand,LOHARDAGA,Jun,2017,36,27,56.7
9771,Jharkhand,LOHARDAGA,Jul,2017,30,24,292.08
9772,Jharkhand,LOHARDAGA,Aug,2017,30,24,184.6
9773,Jharkhand,LOHARDAGA,Sep,2017,31,24,99.44
9774,Jharkhand,LOHARDAGA,Oct,2017,28,21,54.21
9775,Jharkhand,LOHARDAGA,Nov,2017,25,16,4.16
9776,Jharkhand,LOHARDAGA,Dec,2017,25,13,0.03
9777,Jharkhand,LOHARDAGA,Jan,2018,24,10,0
9778,Jharkhand,LOHARDAGA,Feb,2018,29,16,1.27
9779,Jharkhand,LOHARDAGA,Mar,2018,33,21,4.18
9780,Jharkhand,LOHARDAGA,Apr,2018,37,24,4.99
9781,Jharkhand,LOHARDAGA,May,2018,38,27,26.36
9782,Jharkhand,LOHARDAGA,Jun,2018,35,27,97.56
9783,Jharkhand,LOHARDAGA,Jul,2018,31,25,125.67
9784,Jharkhand,LOHARDAGA,Aug,2018,30,24,197.92
9785,Jharkhand,LOHARDAGA,Sep,2018,29,23,145.89
9786,Jharkhand,LOHARDAGA,Oct,2018,29,21,51.5
9787,Jharkhand,LOHARDAGA,Nov,2018,27,19,13.1
9788,Jharkhand,LOHARDAGA,Dec,2018,22,14,95.9
9789,Jharkhand,LOHARDAGA,Jan,2019,24,15,12.6
9790,Jharkhand,LOHARDAGA,Feb,2019,27,18,62.6
9791,Jharkhand,LOHARDAGA,Mar,2019,31,22,128.8
9792,Jharkhand,LOHARDAGA,Apr,2019,37,26,97.8
9793,Jharkhand,LOHARDAGA,May,2019,39,29,51.6
9794,Jharkhand,LOHARDAGA,Jun,2019,38,28,69.3
9795,Jharkhand,LOHARDAGA,Jul,2019,30,24,452
9796,Jharkhand,LOHARDAGA,Aug,2019,29,23,639.6
9797,Jharkhand,LOHARDAGA,Sep,2019,27,22,564
9798,Jharkhand,LOHARDAGA,Oct,2019,26,20,302.4
9799,Jharkhand,LOHARDAGA,Nov,2019,27,19,2.2
9800,Jharkhand,LOHARDAGA,Dec,2019,23,14,33.6
9801,Jharkhand,LOHARDAGA,Jan,2020,22,14,60.6
9802,Jharkhand,LOHARDAGA,Feb,2020,25,15,37.9
9803,Jharkhand,LOHARDAGA,Mar,2020,30,20,88.2
9804,Jharkhand,LOHARDAGA,Apr,2020,36,25,47.9
9805,Jharkhand,LOHARDAGA,May,2020,38,26,50.2
9806,Jharkhand,LOHARDAGA,Jun,2020,32,25,343.4
9807,Jharkhand,LOHARDAGA,Jul,2020,30,24,547.7
9808,Jharkhand,LOHARDAGA,Aug,2020,29,24,601.8
9809,Jharkhand,LOHARDAGA,Sep,2020,30,24,259.8
9810,Jharkhand,PALAMU,Jan,2017,26,11,7.3
9811,Jharkhand,PALAMU,Feb,2017,30,13,0
9812,Jharkhand,PALAMU,Mar,2017,35,18,3.8
9813,Jharkhand,PALAMU,Apr,2017,42,24,0.86
9814,Jharkhand,PALAMU,May,2017,42,28,3.86
9815,Jharkhand,PALAMU,Jun,2017,40,29,24.98
9816,Jharkhand,PALAMU,Jul,2017,32,26,187.55
9817,Jharkhand,PALAMU,Aug,2017,32,25,129
9818,Jharkhand,PALAMU,Sep,2017,33,25,71.43
9819,Jharkhand,PALAMU,Oct,2017,31,22,24.9
9820,Jharkhand,PALAMU,Nov,2017,27,15,2.72
9821,Jharkhand,PALAMU,Dec,2017,26,12,0.01
9822,Jharkhand,PALAMU,Jan,2018,25,9,0
9823,Jharkhand,PALAMU,Feb,2018,30,16,1.89
9824,Jharkhand,PALAMU,Mar,2018,36,20,0.08
9825,Jharkhand,PALAMU,Apr,2018,40,25,1.92
9826,Jharkhand,PALAMU,May,2018,43,29,8.1
9827,Jharkhand,PALAMU,Jun,2018,39,30,46.19
9828,Jharkhand,PALAMU,Jul,2018,34,27,116.15
9829,Jharkhand,PALAMU,Aug,2018,32,25,119.36
9830,Jharkhand,PALAMU,Sep,2018,31,24,70.64
9831,Jharkhand,PALAMU,Oct,2018,32,21,32
9832,Jharkhand,PALAMU,Nov,2018,30,18,0
9833,Jharkhand,PALAMU,Dec,2018,24,13,59.6
9834,Jharkhand,PALAMU,Jan,2019,25,13,20.1
9835,Jharkhand,PALAMU,Feb,2019,29,16,50.1
9836,Jharkhand,PALAMU,Mar,2019,34,21,27.2
9837,Jharkhand,PALAMU,Apr,2019,41,28,8.1
9838,Jharkhand,PALAMU,May,2019,43,30,1.2
9839,Jharkhand,PALAMU,Jun,2019,42,30,86.5
9840,Jharkhand,PALAMU,Jul,2019,34,27,323.3
9841,Jharkhand,PALAMU,Aug,2019,32,25,750.7
9842,Jharkhand,PALAMU,Sep,2019,30,23,707
9843,Jharkhand,PALAMU,Oct,2019,29,21,119.9
9844,Jharkhand,PALAMU,Nov,2019,29,18,0.2
9845,Jharkhand,PALAMU,Dec,2019,24,13,6.4
9846,Jharkhand,PALAMU,Jan,2020,24,13,62.2
9847,Jharkhand,PALAMU,Feb,2020,27,14,46.8
9848,Jharkhand,PALAMU,Mar,2020,32,20,71
9849,Jharkhand,PALAMU,Apr,2020,39,25,3.7
9850,Jharkhand,PALAMU,May,2020,43,27,5.7
9851,Jharkhand,PALAMU,Jun,2020,37,28,218.2
9852,Jharkhand,PALAMU,Jul,2020,35,27,358.3
9853,Jharkhand,PALAMU,Aug,2020,33,26,526.4
9854,Jharkhand,PALAMU,Sep,2020,33,25,313.7
9855,Jharkhand,RAMGARH,Jan,2017,25,11,4.84
9856,Jharkhand,RAMGARH,Feb,2017,29,13,0
9857,Jharkhand,RAMGARH,Mar,2017,32,17,12.61
9858,Jharkhand,RAMGARH,Apr,2017,39,23,4.59
9859,Jharkhand,RAMGARH,May,2017,39,26,17.89
9860,Jharkhand,RAMGARH,Jun,2017,36,27,56.7
9861,Jharkhand,RAMGARH,Jul,2017,30,24,292.08
9862,Jharkhand,RAMGARH,Aug,2017,30,24,184.6
9863,Jharkhand,RAMGARH,Sep,2017,31,24,99.44
9864,Jharkhand,RAMGARH,Oct,2017,28,21,54.21
9865,Jharkhand,RAMGARH,Nov,2017,25,16,4.16
9866,Jharkhand,RAMGARH,Dec,2017,25,13,0.03
9867,Jharkhand,RAMGARH,Jan,2018,24,10,0
9868,Jharkhand,RAMGARH,Feb,2018,29,16,1.27
9869,Jharkhand,RAMGARH,Mar,2018,33,21,4.18
9870,Jharkhand,RAMGARH,Apr,2018,37,24,4.99
9871,Jharkhand,RAMGARH,May,2018,38,27,26.36
9872,Jharkhand,RAMGARH,Jun,2018,35,27,97.56
9873,Jharkhand,RAMGARH,Jul,2018,31,25,125.67
9874,Jharkhand,RAMGARH,Aug,2018,30,24,197.92
9875,Jharkhand,RAMGARH,Sep,2018,29,23,145.89
9876,Jharkhand,RAMGARH,Oct,2018,29,21,51.5
9877,Jharkhand,RAMGARH,Nov,2018,27,19,13.1
9878,Jharkhand,RAMGARH,Dec,2018,22,14,95.9
9879,Jharkhand,RAMGARH,Jan,2019,24,15,12.6
9880,Jharkhand,RAMGARH,Feb,2019,27,18,62.6
9881,Jharkhand,RAMGARH,Mar,2019,31,22,128.8
9882,Jharkhand,RAMGARH,Apr,2019,37,26,97.8
9883,Jharkhand,RAMGARH,May,2019,39,29,51.6
9884,Jharkhand,RAMGARH,Jun,2019,38,28,69.3
9885,Jharkhand,RAMGARH,Jul,2019,30,24,452
9886,Jharkhand,RAMGARH,Aug,2019,29,23,639.6
9887,Jharkhand,RAMGARH,Sep,2019,27,22,564
9888,Jharkhand,RAMGARH,Oct,2019,26,20,302.4
9889,Jharkhand,RAMGARH,Nov,2019,27,19,2.2
9890,Jharkhand,RAMGARH,Dec,2019,23,14,33.6
9891,Jharkhand,RAMGARH,Jan,2020,22,14,60.6
9892,Jharkhand,RAMGARH,Feb,2020,25,15,37.9
9893,Jharkhand,RAMGARH,Mar,2020,30,20,88.2
9894,Jharkhand,RAMGARH,Apr,2020,36,25,47.9
9895,Jharkhand,RAMGARH,May,2020,38,26,50.2
9896,Jharkhand,RAMGARH,Jun,2020,32,25,343.4
9897,Jharkhand,RAMGARH,Jul,2020,30,24,547.7
9898,Jharkhand,RAMGARH,Aug,2020,29,24,601.8
9899,Jharkhand,RAMGARH,Sep,2020,30,24,259.8
9900,Jharkhand,RANCHI,Jan,2017,25,11,4.84
9901,Jharkhand,RANCHI,Feb,2017,29,13,0
9902,Jharkhand,RANCHI,Mar,2017,32,17,12.61
9903,Jharkhand,RANCHI,Apr,2017,39,23,4.59
9904,Jharkhand,RANCHI,May,2017,39,26,17.89
9905,Jharkhand,RANCHI,Jun,2017,36,27,56.7
9906,Jharkhand,RANCHI,Jul,2017,30,24,292.08
9907,Jharkhand,RANCHI,Aug,2017,30,24,184.6
9908,Jharkhand,RANCHI,Sep,2017,31,24,99.44
9909,Jharkhand,RANCHI,Oct,2017,28,21,54.21
9910,Jharkhand,RANCHI,Nov,2017,25,16,4.16
9911,Jharkhand,RANCHI,Dec,2017,25,13,0.03
9912,Jharkhand,RANCHI,Jan,2018,24,10,0
9913,Jharkhand,RANCHI,Feb,2018,29,16,1.27
9914,Jharkhand,RANCHI,Mar,2018,33,21,4.18
9915,Jharkhand,RANCHI,Apr,2018,37,24,4.99
9916,Jharkhand,RANCHI,May,2018,38,27,26.36
9917,Jharkhand,RANCHI,Jun,2018,35,27,97.56
9918,Jharkhand,RANCHI,Jul,2018,31,25,125.67
9919,Jharkhand,RANCHI,Aug,2018,30,24,197.92
9920,Jharkhand,RANCHI,Sep,2018,29,23,145.89
9921,Jharkhand,RANCHI,Oct,2018,29,21,51.5
9922,Jharkhand,RANCHI,Nov,2018,27,19,13.1
9923,Jharkhand,RANCHI,Dec,2018,22,14,95.9
9924,Jharkhand,RANCHI,Jan,2019,24,15,12.6
9925,Jharkhand,RANCHI,Feb,2019,27,18,62.6
9926,Jharkhand,RANCHI,Mar,2019,31,22,128.8
9927,Jharkhand,RANCHI,Apr,2019,37,26,97.8
9928,Jharkhand,RANCHI,May,2019,39,29,51.6
9929,Jharkhand,RANCHI,Jun,2019,38,28,69.3
9930,Jharkhand,RANCHI,Jul,2019,30,24,452
9931,Jharkhand,RANCHI,Aug,2019,29,23,639.6
9932,Jharkhand,RANCHI,Sep,2019,27,22,564
9933,Jharkhand,RANCHI,Oct,2019,26,20,302.4
9934,Jharkhand,RANCHI,Nov,2019,27,19,2.2
9935,Jharkhand,RANCHI,Dec,2019,23,14,33.6
9936,Jharkhand,RANCHI,Jan,2020,22,14,60.6
9937,Jharkhand,RANCHI,Feb,2020,25,15,37.9
9938,Jharkhand,RANCHI,Mar,2020,30,20,88.2
9939,Jharkhand,RANCHI,Apr,2020,36,25,47.9
9940,Jharkhand,RANCHI,May,2020,38,26,50.2
9941,Jharkhand,RANCHI,Jun,2020,32,25,343.4
9942,Jharkhand,RANCHI,Jul,2020,30,24,547.7
9943,Jharkhand,RANCHI,Aug,2020,29,24,601.8
9944,Jharkhand,RANCHI,Sep,2020,30,24,259.8
9945,Jharkhand,SAHEBGANJ,Jan,2017,26,13,0.33
9946,Jharkhand,SAHEBGANJ,Feb,2017,30,15,0
9947,Jharkhand,SAHEBGANJ,Mar,2017,33,19,18.42
9948,Jharkhand,SAHEBGANJ,Apr,2017,37,24,62.33
9949,Jharkhand,SAHEBGANJ,May,2017,38,27,65.34
9950,Jharkhand,SAHEBGANJ,Jun,2017,37,29,106.03
9951,Jharkhand,SAHEBGANJ,Jul,2017,33,27,224.13
9952,Jharkhand,SAHEBGANJ,Aug,2017,33,27,189.05
9953,Jharkhand,SAHEBGANJ,Sep,2017,34,27,122.54
9954,Jharkhand,SAHEBGANJ,Oct,2017,31,24,80.07
9955,Jharkhand,SAHEBGANJ,Nov,2017,28,19,0
9956,Jharkhand,SAHEBGANJ,Dec,2017,26,16,0
9957,Jharkhand,SAHEBGANJ,Jan,2018,23,11,0
9958,Jharkhand,SAHEBGANJ,Feb,2018,29,17,0.46
9959,Jharkhand,SAHEBGANJ,Mar,2018,35,22,0.63
9960,Jharkhand,SAHEBGANJ,Apr,2018,37,25,41.43
9961,Jharkhand,SAHEBGANJ,May,2018,36,27,70.44
9962,Jharkhand,SAHEBGANJ,Jun,2018,37,29,83.99
9963,Jharkhand,SAHEBGANJ,Jul,2018,34,28,217.15
9964,Jharkhand,SAHEBGANJ,Aug,2018,34,27,152.01
9965,Jharkhand,SAHEBGANJ,Sep,2018,34,27,82.53
9966,Jharkhand,SAHEBGANJ,Oct,2018,32,24,57.1
9967,Jharkhand,SAHEBGANJ,Nov,2018,30,22,0.4
9968,Jharkhand,SAHEBGANJ,Dec,2018,26,17,26.7
9969,Jharkhand,SAHEBGANJ,Jan,2019,26,17,0.3
9970,Jharkhand,SAHEBGANJ,Feb,2019,28,18,71.9
9971,Jharkhand,SAHEBGANJ,Mar,2019,33,23,7.2
9972,Jharkhand,SAHEBGANJ,Apr,2019,37,27,86.2
9973,Jharkhand,SAHEBGANJ,May,2019,40,28,59.8
9974,Jharkhand,SAHEBGANJ,Jun,2019,38,29,167.8
9975,Jharkhand,SAHEBGANJ,Jul,2019,33,27,772.6
9976,Jharkhand,SAHEBGANJ,Aug,2019,34,27,353.6
9977,Jharkhand,SAHEBGANJ,Sep,2019,31,25,705.8
9978,Jharkhand,SAHEBGANJ,Oct,2019,30,23,110
9979,Jharkhand,SAHEBGANJ,Nov,2019,30,21,2.5
9980,Jharkhand,SAHEBGANJ,Dec,2019,25,16,2.5
9981,Jharkhand,SAHEBGANJ,Jan,2020,24,15,12.1
9982,Jharkhand,SAHEBGANJ,Feb,2020,27,16,60
9983,Jharkhand,SAHEBGANJ,Mar,2020,32,22,60
9984,Jharkhand,SAHEBGANJ,Apr,2020,37,26,29.2
9985,Jharkhand,SAHEBGANJ,May,2020,38,27,122.8
9986,Jharkhand,SAHEBGANJ,Jun,2020,35,28,639.9
9987,Jharkhand,SAHEBGANJ,Jul,2020,33,27,656.8
9988,Jharkhand,SAHEBGANJ,Aug,2020,33,27,419.6
9989,Jharkhand,SAHEBGANJ,Sep,2020,33,27,557.8
9990,Jharkhand,SARAIKELA KHARSAWAN,Jan,2017,26,12,0.37
9991,Jharkhand,SARAIKELA KHARSAWAN,Feb,2017,31,14,0
9992,Jharkhand,SARAIKELA KHARSAWAN,Mar,2017,35,19,2.98
9993,Jharkhand,SARAIKELA KHARSAWAN,Apr,2017,41,25,2.41
9994,Jharkhand,SARAIKELA KHARSAWAN,May,2017,41,28,4.77
9995,Jharkhand,SARAIKELA KHARSAWAN,Jun,2017,38,28,60.71
9996,Jharkhand,SARAIKELA KHARSAWAN,Jul,2017,31,25,135.39
9997,Jharkhand,SARAIKELA KHARSAWAN,Aug,2017,32,25,81.8
9998,Jharkhand,SARAIKELA KHARSAWAN,Sep,2017,32,25,82.7
9999,Jharkhand,SARAIKELA KHARSAWAN,Oct,2017,30,22,64.32
10000,Jharkhand,SARAIKELA KHARSAWAN,Nov,2017,27,17,2.64
10001,Jharkhand,SARAIKELA KHARSAWAN,Dec,2017,26,14,0.21
10002,Jharkhand,SARAIKELA KHARSAWAN,Jan,2018,26,12,0
10003,Jharkhand,SARAIKELA KHARSAWAN,Feb,2018,31,18,0.47
10004,Jharkhand,SARAIKELA KHARSAWAN,Mar,2018,36,22,0.59
10005,Jharkhand,SARAIKELA KHARSAWAN,Apr,2018,39,25,16.05
10006,Jharkhand,SARAIKELA KHARSAWAN,May,2018,40,28,45.52
10007,Jharkhand,SARAIKELA KHARSAWAN,Jun,2018,37,28,66.71
10008,Jharkhand,SARAIKELA KHARSAWAN,Jul,2018,32,26,108.2
10009,Jharkhand,SARAIKELA KHARSAWAN,Aug,2018,31,25,104.91
10010,Jharkhand,SARAIKELA KHARSAWAN,Sep,2018,31,24,104.94
10011,Jharkhand,SARAIKELA KHARSAWAN,Oct,2018,31,21,35.7
10012,Jharkhand,SARAIKELA KHARSAWAN,Nov,2018,30,19,0.1
10013,Jharkhand,SARAIKELA KHARSAWAN,Dec,2018,25,15,99.1
10014,Jharkhand,SARAIKELA KHARSAWAN,Jan,2019,27,16,2.9
10015,Jharkhand,SARAIKELA KHARSAWAN,Feb,2019,31,19,55.5
10016,Jharkhand,SARAIKELA KHARSAWAN,Mar,2019,35,23,32.4
10017,Jharkhand,SARAIKELA KHARSAWAN,Apr,2019,41,28,36
10018,Jharkhand,SARAIKELA KHARSAWAN,May,2019,42,30,113
10019,Jharkhand,SARAIKELA KHARSAWAN,Jun,2019,40,29,141.6
10020,Jharkhand,SARAIKELA KHARSAWAN,Jul,2019,33,26,297.1
10021,Jharkhand,SARAIKELA KHARSAWAN,Aug,2019,31,25,625.8
10022,Jharkhand,SARAIKELA KHARSAWAN,Sep,2019,29,23,531.7
10023,Jharkhand,SARAIKELA KHARSAWAN,Oct,2019,29,22,483.6
10024,Jharkhand,SARAIKELA KHARSAWAN,Nov,2019,30,19,3.5
10025,Jharkhand,SARAIKELA KHARSAWAN,Dec,2019,26,15,14.6
10026,Jharkhand,SARAIKELA KHARSAWAN,Jan,2020,27,15,22.7
10027,Jharkhand,SARAIKELA KHARSAWAN,Feb,2020,29,17,43.9
10028,Jharkhand,SARAIKELA KHARSAWAN,Mar,2020,34,22,88.3
10029,Jharkhand,SARAIKELA KHARSAWAN,Apr,2020,39,25,92
10030,Jharkhand,SARAIKELA KHARSAWAN,May,2020,41,27,34.9
10031,Jharkhand,SARAIKELA KHARSAWAN,Jun,2020,35,27,358
10032,Jharkhand,SARAIKELA KHARSAWAN,Jul,2020,33,26,394.1
10033,Jharkhand,SARAIKELA KHARSAWAN,Aug,2020,32,25,611.5
10034,Jharkhand,SARAIKELA KHARSAWAN,Sep,2020,32,25,318.5
10035,Jharkhand,SIMDEGA,Jan,2017,28,10,0.06
10036,Jharkhand,SIMDEGA,Feb,2017,33,13,0
10037,Jharkhand,SIMDEGA,Mar,2017,36,17,2.78
10038,Jharkhand,SIMDEGA,Apr,2017,42,21,0.46
10039,Jharkhand,SIMDEGA,May,2017,42,26,5.44
10040,Jharkhand,SIMDEGA,Jun,2017,38,27,121.13
10041,Jharkhand,SIMDEGA,Jul,2017,31,25,170.45
10042,Jharkhand,SIMDEGA,Aug,2017,32,24,101.17
10043,Jharkhand,SIMDEGA,Sep,2017,33,24,99.08
10044,Jharkhand,SIMDEGA,Oct,2017,31,21,55.89
10045,Jharkhand,SIMDEGA,Nov,2017,28,16,2.67
10046,Jharkhand,SIMDEGA,Dec,2017,28,13,0.04
10047,Jharkhand,SIMDEGA,Jan,2018,28,10,0
10048,Jharkhand,SIMDEGA,Feb,2018,33,16,0.24
10049,Jharkhand,SIMDEGA,Mar,2018,37,20,1.18
10050,Jharkhand,SIMDEGA,Apr,2018,39,24,2.96
10051,Jharkhand,SIMDEGA,May,2018,41,27,19
10052,Jharkhand,SIMDEGA,Jun,2018,37,27,71.59
10053,Jharkhand,SIMDEGA,Jul,2018,32,25,153.57
10054,Jharkhand,SIMDEGA,Aug,2018,31,24,149.42
10055,Jharkhand,SIMDEGA,Sep,2018,31,23,111.18
10056,Jharkhand,SIMDEGA,Oct,2018,32,21,25.4
10057,Jharkhand,SIMDEGA,Nov,2018,31,18,0
10058,Jharkhand,SIMDEGA,Dec,2018,26,14,71.4
10059,Jharkhand,SIMDEGA,Jan,2019,28,14,8.3
10060,Jharkhand,SIMDEGA,Feb,2019,33,17,18.7
10061,Jharkhand,SIMDEGA,Mar,2019,37,22,22.8
10062,Jharkhand,SIMDEGA,Apr,2019,42,27,12
10063,Jharkhand,SIMDEGA,May,2019,44,29,27.1
10064,Jharkhand,SIMDEGA,Jun,2019,40,29,149.2
10065,Jharkhand,SIMDEGA,Jul,2019,32,25,434.4
10066,Jharkhand,SIMDEGA,Aug,2019,31,24,584.2
10067,Jharkhand,SIMDEGA,Sep,2019,30,23,617
10068,Jharkhand,SIMDEGA,Oct,2019,29,21,355.3
10069,Jharkhand,SIMDEGA,Nov,2019,30,18,1.4
10070,Jharkhand,SIMDEGA,Dec,2019,26,15,13.3
10071,Jharkhand,SIMDEGA,Jan,2020,27,14,10.8
10072,Jharkhand,SIMDEGA,Feb,2020,29,15,89.6
10073,Jharkhand,SIMDEGA,Mar,2020,34,21,63.1
10074,Jharkhand,SIMDEGA,Apr,2020,40,25,13.5
10075,Jharkhand,SIMDEGA,May,2020,42,26,9.1
10076,Jharkhand,SIMDEGA,Jun,2020,37,27,233
10077,Jharkhand,SIMDEGA,Jul,2020,34,26,495.3
10078,Jharkhand,SIMDEGA,Aug,2020,32,25,719
10079,Jharkhand,SIMDEGA,Sep,2020,33,24,367.8
10080,Jharkhand,WEST SINGHBHUM,Jan,2017,26,12,0.37
10081,Jharkhand,WEST SINGHBHUM,Feb,2017,31,14,0
10082,Jharkhand,WEST SINGHBHUM,Mar,2017,35,19,2.98
10083,Jharkhand,WEST SINGHBHUM,Apr,2017,41,25,2.41
10084,Jharkhand,WEST SINGHBHUM,May,2017,41,28,4.77
10085,Jharkhand,WEST SINGHBHUM,Jun,2017,38,28,60.71
10086,Jharkhand,WEST SINGHBHUM,Jul,2017,31,25,135.39
10087,Jharkhand,WEST SINGHBHUM,Aug,2017,32,25,81.8
10088,Jharkhand,WEST SINGHBHUM,Sep,2017,32,25,82.7
10089,Jharkhand,WEST SINGHBHUM,Oct,2017,30,22,64.32
10090,Jharkhand,WEST SINGHBHUM,Nov,2017,27,17,2.64
10091,Jharkhand,WEST SINGHBHUM,Dec,2017,26,14,0.21
10092,Jharkhand,WEST SINGHBHUM,Jan,2018,26,12,0
10093,Jharkhand,WEST SINGHBHUM,Feb,2018,31,18,0.47
10094,Jharkhand,WEST SINGHBHUM,Mar,2018,36,22,0.59
10095,Jharkhand,WEST SINGHBHUM,Apr,2018,39,25,16.05
10096,Jharkhand,WEST SINGHBHUM,May,2018,40,28,45.52
10097,Jharkhand,WEST SINGHBHUM,Jun,2018,37,28,66.71
10098,Jharkhand,WEST SINGHBHUM,Jul,2018,32,26,108.2
10099,Jharkhand,WEST SINGHBHUM,Aug,2018,31,25,104.91
10100,Jharkhand,WEST SINGHBHUM,Sep,2018,31,24,104.94
10101,Jharkhand,WEST SINGHBHUM,Oct,2018,31,21,35.7
10102,Jharkhand,WEST SINGHBHUM,Nov,2018,30,19,0.1
10103,Jharkhand,WEST SINGHBHUM,Dec,2018,25,15,99.1
10104,Jharkhand,WEST SINGHBHUM,Jan,2019,27,16,2.9
10105,Jharkhand,WEST SINGHBHUM,Feb,2019,31,19,55.5
10106,Jharkhand,WEST SINGHBHUM,Mar,2019,35,23,32.4
10107,Jharkhand,WEST SINGHBHUM,Apr,2019,41,28,36
10108,Jharkhand,WEST SINGHBHUM,May,2019,42,30,113
10109,Jharkhand,WEST SINGHBHUM,Jun,2019,40,29,141.6
10110,Jharkhand,WEST SINGHBHUM,Jul,2019,33,26,297.1
10111,Jharkhand,WEST SINGHBHUM,Aug,2019,31,25,625.8
10112,Jharkhand,WEST SINGHBHUM,Sep,2019,29,23,531.7
10113,Jharkhand,WEST SINGHBHUM,Oct,2019,29,22,483.6
10114,Jharkhand,WEST SINGHBHUM,Nov,2019,30,19,3.5
10115,Jharkhand,WEST SINGHBHUM,Dec,2019,26,15,14.6
10116,Jharkhand,WEST SINGHBHUM,Jan,2020,27,15,22.7
10117,Jharkhand,WEST SINGHBHUM,Feb,2020,29,17,43.9
10118,Jharkhand,WEST SINGHBHUM,Mar,2020,34,22,88.3
10119,Jharkhand,WEST SINGHBHUM,Apr,2020,39,25,92
10120,Jharkhand,WEST SINGHBHUM,May,2020,41,27,34.9
10121,Jharkhand,WEST SINGHBHUM,Jun,2020,35,27,358
10122,Jharkhand,WEST SINGHBHUM,Jul,2020,33,26,394.1
10123,Jharkhand,WEST SINGHBHUM,Aug,2020,32,25,611.5
10124,Jharkhand,WEST SINGHBHUM,Sep,2020,32,25,318.5
10125,Karnataka,BAGALKOT,Jan,2017,29,18,0.07
10126,Karnataka,BAGALKOT,Feb,2017,33,20,0
10127,Karnataka,BAGALKOT,Mar,2017,35,23,4.43
10128,Karnataka,BAGALKOT,Apr,2017,39,26,4.02
10129,Karnataka,BAGALKOT,May,2017,38,27,9.14
10130,Karnataka,BAGALKOT,Jun,2017,32,24,68.79
10131,Karnataka,BAGALKOT,Jul,2017,30,23,11.62
10132,Karnataka,BAGALKOT,Aug,2017,29,23,64.34
10133,Karnataka,BAGALKOT,Sep,2017,30,23,67.42
10134,Karnataka,BAGALKOT,Oct,2017,31,23,20.8
10135,Karnataka,BAGALKOT,Nov,2017,30,21,0.82
10136,Karnataka,BAGALKOT,Dec,2017,29,19,0.29
10137,Karnataka,BAGALKOT,Jan,2018,29,20,0
10138,Karnataka,BAGALKOT,Feb,2018,31,21,2.68
10139,Karnataka,BAGALKOT,Mar,2018,35,26,0.31
10140,Karnataka,BAGALKOT,Apr,2018,37,28,3.03
10141,Karnataka,BAGALKOT,May,2018,37,28,32.39
10142,Karnataka,BAGALKOT,Jun,2018,31,25,50.47
10143,Karnataka,BAGALKOT,Jul,2018,28,24,24.17
10144,Karnataka,BAGALKOT,Aug,2018,28,23,12.64
10145,Karnataka,BAGALKOT,Sep,2018,30,23,23.28
10146,Karnataka,BAGALKOT,Oct,2018,33,24,87.4
10147,Karnataka,BAGALKOT,Nov,2018,32,22,12.1
10148,Karnataka,BAGALKOT,Dec,2018,29,21,14.7
10149,Karnataka,BAGALKOT,Jan,2019,30,20,7.1
10150,Karnataka,BAGALKOT,Feb,2019,34,23,0
10151,Karnataka,BAGALKOT,Mar,2019,38,26,0
10152,Karnataka,BAGALKOT,Apr,2019,39,29,15.1
10153,Karnataka,BAGALKOT,May,2019,40,29,15
10154,Karnataka,BAGALKOT,Jun,2019,34,26,308.9
10155,Karnataka,BAGALKOT,Jul,2019,29,24,142.3
10156,Karnataka,BAGALKOT,Aug,2019,29,23,122.5
10157,Karnataka,BAGALKOT,Sep,2019,28,22,174.3
10158,Karnataka,BAGALKOT,Oct,2019,29,22,237
10159,Karnataka,BAGALKOT,Nov,2019,29,21,66.5
10160,Karnataka,BAGALKOT,Dec,2019,28,19,17
10161,Karnataka,BAGALKOT,Jan,2020,31,19,6.7
10162,Karnataka,BAGALKOT,Feb,2020,33,20,1.7
10163,Karnataka,BAGALKOT,Mar,2020,36,22,0.5
